Name,Gender,Initials
HAYREKHA,1,HAYR
HEAVENTHIKA,1,HEAV
HELI,1,HELI
HELLY,1,HELL
HERSHETHA,1,HERS
HEVAANI,1,HEVA
HEYNISHKA,1,HEYN
HIMSA,1,HIMS
HINOSKA,1,HINO
HIRNAKSHI,1,HIRN
HISBA,1,HISB
HITUL,1,HITU
HOBIGA,1,HOBI
HOMIKA,1,HOMI
HOPIKA,1,HOPI
HOSIKA,1,HOSI
HOUSHANA,1,HOUS
HOWSHINI,1,HOWS
HOYALA,1,HOYA
HRANMAYI,1,HRAN
HRETHEKA,1,HRET
HUNSIKA,1,HUNS
HUVISHKA,1,HUVI
HYRA,1,HYRA
HYRIYA,1,HYRI
IBBANI,1,IBBA
ICHCHHA,1,ICHC
ICHHA,1,ICHH
IDAI,1,IDAI
IDAYA,1,IDAY
IDHIKA,1,IDHI
IDIKA,1,IDIK
IDITRI,1,IDIT
IHA,1,IHA
IHINA,1,IHIN
IIPSITHA,1,IIPS
IISHKA,1,IISH
IJYA,1,IJYA
IKSURA,1,IKSU
ILIKA,1,ILIK
ILINA,1,ILIN
ILLISHA,1,ILLI
ILMA,1,ILMA
ILVAKA,1,ILVA
ILVIKA,1,ILVI
IMAANI,1,IMAA
IMANI,1,IMAN
IMLA,1,IMLA
INA,1,INA
INAS,1,INAS
INCHAR,1,INCH
INIKA,1,INIK
INKURALI,1,INKU
INMOZHI,1,INMO
INMULLAI,1,INMU
INNELLIL,1,INNE
INSUVAI,1,INSU
INTAMIL,1,INTA
INU,1,INU
IPSA,1,IPSA
IPSHA,1,IPSH
IRA,1,IRA
IRIKA,1,IRIK
IRIT,1,IRIT
IRSHITA,1,IRSH
IRSIA,1,IRSI
ISAVANI,1,ISAV
ISHEETA,1,ISHE
ISHKA,1,ISHK
ISHNA,1,ISHN
ISHYA,1,ISHY
ISIRI,1,ISIR
ISITA,1,ISIT
ISMITA,1,ISMI
ISSHU,1,ISSH
ITIKA,1,ITIK
ITKILA,1,ITKI
IVY,1,IVY
IYARTTAMIL,1,IYAR
IYLA,1,IYLA
IZUMI,1,IZUM
IAISHA,1,IAIS
IAKITHA,1,IAKI
IANGANA,1,IANG
ICUTHIYANI,1,ICUT
IDHYA,1,IDHY
IDIYA,1,IDIY
IGASHINI,1,IGAS
IISANTHINI,1,IISA
ILADCHIYA,1,ILAD
ILEANA,1,ILEA
ILENYA,1,ILEN
ILLENGESWARA,1,ILLE
IMAZA,1,IMAZ
IMTHIYA,1,IMTH
INAAYA,1,INAA
INANYA,1,INAN
INBIKA,1,INBI
INDYA,1,INDY
INIDHA,1,INID
