Name,Gender,Initials
MERTHULA,1,MERT
MHANASHI,1,MHAN
MHATHAHI,1,MHAT
MIA,1,MIA
MIAARA,1,MIAA
MIDILA,1,MIDI
MIDTHRA,1,MIDT
MIGANI,1,MIGA
MIGITHA,1,MIGI
MIHANAPRIYA,1,MIHA
MIHEERA,1,MIHE
MIMALA,1,MIMA
MINDU,1,MIND
MINMINI,1,MINM
MINTHYA,1,MINT
MIPASHA,1,MIPA
MIRGAKSINI,1,MIRG
MIROSHA,1,MIRO
MIRRALINI,1,MIRR
MIRVANTH,1,MIRV
MISYALINI,1,MISY
MIVTHURA,1,MIVT
MIVYA,1,MIVY
MIYA,1,MIYA
MIYURI,1,MIYU
MIZNA,1,MIZN
MOBIKA,1,MOBI
MOCHITA,1,MOCH
MODHIRA,1,MODH
MOLU,1,MOLU
MOMIKA,1,MOMI
MONU,1,MONU
MOOHNISWARI,1,MOOH
MOUGITHA,1,MOUG
MOUTHIKA,1,MOUT
MOWLINI,1,MOWL
MOWVIKA,1,MOWV
MOYOLA,1,MOYO
MUKAMPIKAI,1,MUKA
MUKYA,1,MUKY
MULUMATHI,1,MULU
MULYA,1,MULY
MUNMUN,1,MUNM
MUNSHIKA,1,MUNS
MURSHITA,1,MURS
MUVARSHINY,1,MUVA
MUVITRA,1,MUVI
MYDHILI,1,MYDH
MYLVA,1,MYLV
MYNA,1,MYNA
MYNITI,1,MYNI
MYRA,1,MYRA
MYSARAH,1,MYSA
MYUSIKA,1,MYUS
MYVILI,1,MYVI
NAGILA,1,NAGI
NAHAR,1,NAHA
NAIDHRUA,1,NAID
NAIJA,1,NAIJ
NAKTI,1,NAKT
NAMUCHI,1,NAMU
NANCY,1,NANC
NAOMI,1,NAOM
NARNRATA,1,NARN
NATKUNA,1,NATK
NATTRINAI,1,NATT
NATUN,1,NATU
NAUKA,1,NAUK
NAVLEEN,1,NAVL
NAYNA,1,NAYN
NAYONIKA,1,NAYO
NEENA,1,NEEN
NEEPA,1,NEEP
NEISHA,1,NEIS
NEITY,1,NEIT
NELLANI,1,NELL
NERYA,1,NERY
NEYHA,1,NEYH
NEYSA,1,NEYS
NIBEDITA,1,NIBE
NICHIKA,1,NICH
NICIKA,1,NICI
NIDRA,1,NIDR
NIESHA,1,NIES
NILIMA,1,NILI
NIMPHY,1,NIMP
NIMRIT,1,NIMR
NIPEKSHA,1,NIPE
NIRZARA,1,NIRZ
NISEETHINI,1,NISE
NITNAM,1,NITN
NOBOYA,1,NOBO
NOOPUR,1,NOOP
NOOTHAN,1,NOOT
NORA,1,NORA
NOVIKA,1,NOVI
NOYONIKA,1,NOYO
NUKRITI,1,NUKR
NUPOOR,1,NUPO
NUPUR,1,NUPU
