Name,Gender,Initials
AABEESHAA,1,AABE
AABY,1,AABY
AADRIKA,1,AADR
AAGYEYI,1,AAGY
AAINGINI,1,AAIN
AAKRITI,1,AAKR
AAMAAL,1,AAMA
AAMPAL,1,AAMP
AAMRAPALI,1,AAMR
AAMUKTHA,1,AAMU
AANCHAL,1,AANC
AANMEEKA,1,AANM
AANVI,1,AANV
AANYA,1,AANY
AAOKA,1,AAOK
AAPEKSHA,1,AAPE
AARDRA,1,AARD
AARMIKA,1,AARM
AARZOO,1,AARZ
AASMAA,1,AASM
AASRA,1,AASR
AASYA,1,AASY
AAVYA,1,AAVY
AAYSHA,1,AAYS
AAZHICHELVI,1,AAZH
ABBY,1,ABBY
ABDA,1,ABDA
ABDHI,1,ABDH
ABHTHA,1,ABHT
ABIA,1,ABIA
ABIGAIL,1,ABIG
ABLAA,1,ABLA
ABOIL,1,ABOI
ABOLI,1,ABOL
ABSARA,1,ABSA
ACHLA,1,ACHL
ACIRA,1,ACIR
ADA,1,ADA
ADAH,1,ADAH
ADIRA,1,ADIR
ADVEKA,1,ADVE
AEINDRI,1,AEIN
AENY,1,AENY
AFAF,1,AFAF
AFARIN,1,AFAR
AFIFAH,1,AFIF
AFRA,1,AFRA
AFREEN,1,AFRE
AFROZA,1,AFRO
AGAJA,1,AGAJ
AGIRATHI,1,AGIR
AHAHANYA,1,AHAH
AHAOLLI,1,AHAO
AHD,1,AHD
AIDA,1,AIDA
AIESHA,1,AIES
AILEEN,1,AILE
AILIYA,1,AILI
AIMEE,1,AIME
AINDRILA,1,AIND
AISIRI,1,AISI
AJA,1,AJA
AJAGANDHA,1,AJAG
AJALA,1,AJAL
AJASTHA,1,AJAS
AJEITHA,1,AJEI
AJIA,1,AJIA
AKEMYA,1,AKEM
AKLIMA,1,AKLI
AKSITHI,1,AKSI
AKUTI,1,AKUT
AKVIRA,1,AKVI
ALAIMAKAL,1,ALAI
ALDA,1,ALDA
ALEHYA,1,ALEH
ALEINA,1,ALEI
ALESHA,1,ALES
ALHENA,1,ALHE
ALIA,1,ALIA
ALIMA,1,ALIM
ALISHA,1,ALIS
ALIVA,1,ALIV
ALIYA,1,ALIY
ALIZA,1,ALIZ
ALPA,1,ALPA
ALTHEA,1,ALTH
AMAHIRA,1,AMAH
AMI,1,AMI
AMIKA,1,AMIK
AMLIKA,1,AMLI
AMNA,1,AMNA
AMRAPALI,1,AMRA
AMVI,1,AMVI
ANA,1,ANA
ANAIKA,1,ANAI
ANBESHA,1,ANBE
ANEMONE,1,ANEM
ANERI,1,ANER
ANETHRAA,1,ANET
ANGEETHA,1,ANGE
