Name,Gender,Initials
VANABIHARI,0,VANA
VANCHIT,0,VANC
VANDAN,0,VAND
VANIJ,0,VANI
VANJAN,0,VANJ
VANKATESWARAN,0,VANK
VANMAALEE,0,VANM
VANN,0,VANN
VANRAAJ,0,VANR
VANS,0,VANS
VANU,0,VANU
VAPUN,0,VAPU
VAR,0,VAR
VARAAH,0,VARA
VARCHAS,0,VARC
VARDAAN,0,VARD
VARENDRA,0,VARE
VARID,0,VARI
VARMAN,0,VARM
VARNAM,0,VARN
VARSH,0,VARS
VARTANU,0,VART
VARUAN,0,VARU
VASAN,0,VASA
VASEE,0,VASE
VASH,0,VASH
VASI,0,VASI
VASTAV,0,VAST
VASUBHADRA,0,VASU
VATATMAJ,0,VATA
VATRADHARA,0,VATR
VATSAK,0,VATS
VAYDEESH,0,VAYD
VAYU,0,VAYU
VAYYA,0,VAYY
VED,0,VED
VEDA,0,VEDA
VEDBHUSHAN,0,VEDB
VEDESH,0,VEDE
VEDHANT,0,VEDH
VEDIK,0,VEDI
VEDMOHAN,0,VEDM
VEDPRAKASH,0,VEDP
VEDSWARUP,0,VEDS
VEDUK,0,VEDU
VEDVIYAN,0,VEDV
VEEKSHIT,0,VEEK
VEER,0,VEER
VEGIN,0,VEGI
VEHANT,0,VEHA
VEL,0,VEL
VELA,0,VELA
VELMURUGAN,0,VELM
VELRAJ,0,VELR
VELU,0,VELU
VEN,0,VEN
VENAVIR,0,VENA
VENDAN,0,VEND
VENGAI,0,VENG
VENIDHAR,0,VENI
VENKANNA,0,VENK
VENNILAVAN,0,VENN
VENTHAN,0,VENT
VENU,0,VENU
VERDAAN,0,VERD
VERNILAN,0,VERN
VETRI,0,VETR
VETTISELVAN,0,VETT
VEYDANT,0,VEYD
VIAAN,0,VIAA
VIAMRSH,0,VIAM
VIAN,0,VIAN
VIBHAA,0,VIBH
VIBODH,0,VIBO
VIBULANANTHAN,0,VIBU
VICKNESH,0,VICK
VIDANTH,0,VIDA
VIDEEP,0,VIDE
VIDHAATH,0,VIDH
VIDIP,0,VIDI
VIDOJAS,0,VIDO
VIDUL,0,VIDU
VIDVAN,0,VIDV
VIDYAARANYA,0,VIDY
VIGASH,0,VIGA
VIGHNAHARA,0,VIGH
VIGITHAN,0,VIGI
VIGNAHARTA,0,VIGN
VIGRAH,0,VIGR
VIHA,0,VIHA
VIJAI,0,VIJA
VIJEESH,0,VIJE
VIJIGEESH,0,VIJI
VIJVAL,0,VIJV
VIKACH,0,VIKA
VIKEN,0,VIKE
VIKHYAT,0,VIKH
VIKNESH,0,VIKN
VIKRAM,0,VIKR
VIKSAR,0,VIKS
