Name,Gender,Initials
AEREYA,1,AERE
AEVATHI,1,AEVA
AFRIN,1,AFRI
AFSA,1,AFSA
AFSHANA,1,AFSH
AFSOON,1,AFSO
AGAYUTHI,1,AGAY
AGETHA,1,AGET
AGINISHA,1,AGIN
AGITHA,1,AGIT
AGNAL,1,AGNA
AGNNI,1,AGNN
AGSARA,1,AGSA
AGSHANA,1,AGSH
AHITHA,1,AHIT
AHRATHY,1,AHRA
AHRMSHULLA,1,AHRM
AHSITHA,1,AHSI
AHVITHA,1,AHVI
AIJITHA,1,AIJI
AIKATA,1,AIKA
AIMIAH,1,AIMI
AISN,1,AISN
AISSHVI,1,AISS
AJETHA,1,AJET
AJYANI,1,AJYA
AKCHANA,1,AKCH
AKCIKA,1,AKCI
AKMIKA,1,AKMI
AKSYA,1,AKSY
AKZARA,1,AKZA
ALALEH,1,ALAL
ALAPATHMA,1,ALAP
ALBONSHA,1,ALBO
ALENA,1,ALEN
ALETRICE,1,ALET
ALITA,1,ALIT
ALYCIA,1,ALYC
AMGELII,1,AMGE
AMMAIADIYAL,1,AMMA
AMMIRTHA,1,AMMI
AMOKITHA,1,AMOK
AMONIKA,1,AMON
AMOTHA,1,AMOT
AMOUDHA,1,AMOU
AMPISHA,1,AMPI
AMSEVAHINI,1,AMSE
AMSIHA,1,AMSI
AMSRITHI,1,AMSR
AMUSHANA,1,AMUS
AMY,1,AMY
AMYRA,1,AMYR
ANBBARAASI,1,ANBB
ANCIKA,1,ANCI
ANCY,1,ANCY
ANENDEE,1,ANEN
ANIJA,1,ANIJ
ANNOJA,1,ANNO
ANRIL,1,ANRI
ANUAKHA,1,ANUA
ANUISA,1,ANUI
ANUUJA,1,ANUU
ANUZA,1,ANUZ
APENASHA,1,APEN
APHIRAA,1,APHI
APIKSHA,1,APIK
APITHA,1,APIT
APNA,1,APNA
APORVA,1,APOR
APROOVA,1,APRO
APUSHA,1,APUS
ARBITHA,1,ARBI
ARDTCHANAA,1,ARDT
ARGITHA,1,ARGI
ARJHANA,1,ARJH
ARMEENA,1,ARME
AROWNA,1,AROW
ARPPNA,1,ARPP
ARRIGAI,1,ARRI
ARSYIHNE,1,ARSY
ARUBA,1,ARUB
ARYKA,1,ARYK
ASAMATI,1,ASAM
ASATHVIKA,1,ASAT
ASHBIHA,1,ASHB
ASIKA,1,ASIK
ASIVIA,1,ASIV
ASKHAYA,1,ASKH
ASKKA,1,ASKK
ASNI,1,ASNI
ASOTHA,1,ASOT
ASRUDHI,1,ASRU
ASSVENA,1,ASSV
ASTUTI,1,ASTU
ASUWATHY,1,ASUW
ASVNI,1,ASVN
ASWENA,1,ASWE
ATHSHA,1,ATHS
ATHWAITHA,1,ATHW
AUGUSTE,1,AUGU
