Name,Gender,Initials
GURVEER,1,GURV
GAITHRY,1,GAIT
GAJONI,1,GAJO
GAMSHIGA,1,GAMS
GANSEHA,1,GANS
GANYA,1,GANY
GAVSIKA,1,GAVS
GAYDHANA,1,GAYD
GAYESHA,1,GAYE
GAYTHRI,1,GAYT
GENALIA,1,GENA
GENELIA,1,GENE
GENISA,1,GENI
GENOVA,1,GENO
GERTHANA,1,GERT
GHAIYATHIRI,1,GHAI
GHIVAANI,1,GHIV
GHOBIKA,1,GHOB
GIGAANI,1,GIGA
GIKANIYA,1,GIKA
GIRUBASRI,1,GIRU
GMRITTIKA,1,GMRI
GNAGI,1,GNAG
GNAKI,1,GNAK
GNAVEL,1,GNAV
GOGILA,1,GOGI
GOHBIKA,1,GOHB
GOJANA,1,GOJA
GOMYA,1,GOMY
GOSEKA,1,GOSE
GOWLINI,1,GOWL
GRESHY,1,GRES
GRETHI,1,GRET
GREVATHI,1,GREV
GRIJA,1,GRIJ
GRUSHAANI,1,GRUS
GYALINI,1,GYAL
HAIMA,1,HAIM
HAITH,1,HAIT
HAIYA,1,HAIY
HALEH,1,HALE
HARHSA,1,HARH
HARLEEN,1,HARL
HASRI,1,HASR
HASU,1,HASU
HASYA,1,HASY
HAVYA,1,HAVY
HAZEL,1,HAZE
HEEPOSH,1,HEEP
HEEYA,1,HEEY
HEIDI,1,HEID
HEJAL,1,HEJA
HELA,1,HELA
HELEN,1,HELE
HEMLATA,1,HEML
HENA,1,HENA
HENGAMEH,1,HENG
HENNA,1,HENN
HESTER,1,HEST
HETHAISINI,1,HETH
HETI,1,HETI
HETTY,1,HETT
HETU,1,HETU
HIDIMBA,1,HIDI
HILA,1,HILA
HILI,1,HILI
HILLA,1,HILL
HILONEE,1,HILO
HINA,1,HINA
HIR,1,HIR
HIRKANI,1,HIRK
HIRSHA,1,HIRS
HIRVA,1,HIRV
HIRWA,1,HIRW
HITI,1,HITI
HOLIKA,1,HOLI
HONEY,1,HONE
HONNESHA,1,HONN
HOURI,1,HOUR
HRADHA,1,HRAD
HREEMKARI,1,HREE
HUMISHA,1,HUMI
HYMA,1,HYMA
HYNDHAVI,1,HYND
HAAJINI,1,HAAJ
HAANVIKA,1,HAAN
HAAZANAA,1,HAAZ
HABSANA,1,HABS
HAESHIKA,1,HAES
HAFA,1,HAFA
HAILLEY,1,HAIL
HAIRNI,1,HAIR
HAMTHI,1,HAMT
HAMZA,1,HAMZ
HANCIKA,1,HANC
HANNESWETHA,1,HANN
HANTHRIKA,1,HANT
HANYA,1,HANY
HASNA,1,HASN
HAVVA,1,HAVV
