Name,Gender,Initials
LOWISHYA,1,LOWI
LOWKYA,1,LOWK
LOWMIKA,1,LOWM
LOWPITHA,1,LOWP
LOXI,1,LOXI
LUHSHANA,1,LUHS
LUKKSANA,1,LUKK
LUMANESH,1,LUMA
LUSANYA,1,LUSA
LUXCIA,1,LUXC
LUXEY,1,LUXE
LUXHA,1,LUXH
LUXY,1,LUXY
LUZANI,1,LUZA
LYSHA,1,LYSH
MADRI,1,MADR
MAHLA,1,MAHL
MAHTA,1,MAHT
MAISHA,1,MAIS
MAKSHI,1,MAKS
MALSA,1,MALS
MALTI,1,MALT
MALU,1,MALU
MALVIKA,1,MALV
MAMON,1,MAMO
MAMTA,1,MAMT
MARGI,1,MARG
MARJANA,1,MARJ
MARY,1,MARY
MASMA,1,MASM
MASUM,1,MASU
MAUSAM,1,MAUS
MAYESHA,1,MAYE
MAYRA,1,MAYR
MEHEERA,1,MEHE
MEIAMMAI,1,MEIA
MEISHA,1,MEIS
MELA,1,MELA
MENKA,1,MENK
MENMOLI,1,MENM
MILONI,1,MILO
MINA,1,MINA
MINI,1,MINI
MINU,1,MINU
MIRSHIKA,1,MIRS
MISRI,1,MISR
MISTHI,1,MIST
MITSH,1,MITS
MODINI,1,MODI
MOHONA,1,MOHO
MOKA,1,MOKA
MOLINA,1,MOLI
MOLSHREE,1,MOLS
MONPRITI,1,MONP
MOON,1,MOON
MOUBANI,1,MOUB
MOUKTHIKA,1,MOUK
MOUMITA,1,MOUM
MOZHI,1,MOZH
MRIMNAYI,1,MRIM
MUDRA,1,MUDR
MUGDHA,1,MUGD
MUMTAJ,1,MUMT
MUSKAN,1,MUSK
MYESHA,1,MYES
MYSHA,1,MYSH
MAETHA,1,MAET
MAEVATHI,1,MAEV
MAI,1,MAI
MAIHEENA,1,MAIH
MAIZA,1,MAIZ
MAJONA,1,MAJO
MAMDHA,1,MAMD
MANCHARI,1,MANC
MANRAJ,1,MANR
MARHALI,1,MARH
MARLIN,1,MARL
MASHA,1,MASH
MATCHIGA,1,MATC
MATULA,1,MATU
MATYA,1,MATY
MAUNIKA,1,MAUN
MAYHASHREE,1,MAYH
MAYNAHA,1,MAYN
MEATHRA,1,MEAT
MEDETHIA,1,MEDE
MEEGA,1,MEEG
MEEKA,1,MEEK
MEESHA,1,MEES
MEEYA,1,MEEY
MEGNA,1,MEGN
MEHNA,1,MEHN
MEI,1,MEI
MEINISHA,1,MEIN
MEITHREYI,1,MEIT
MEKELA,1,MEKE
MELINY,1,MELI
MELLINA,1,MELL
MELNA,1,MELN
MENNACHI,1,MENN
