Name,Gender,Initials
KAAL,0,KAAL
KAAM,0,KAAM
KAANAHAN,0,KAAN
KAARIKAA,0,KAAR
KAASH,0,KAAS
KAAVALAN,0,KAAV
KABALI,0,KABA
KABEER,0,KABE
KABIR,0,KABI
KABHILAN,0,KABH
KACH,0,KACH
KADAL,0,KADA
KADHIROLLI,0,KADH
KADIR,0,KADI
KAESHAHAN,0,KAES
KAETHAARAN,0,KAET
KAHAAN,0,KAHA
KAHER,0,KAHE
KAHKASHAN,0,KAHK
KAILAS,0,KAIL
KAIRABH,0,KAIR
KAISHIK,0,KAIS
KAITAK,0,KAIT
KAIVALYA,0,KAIV
KAJAKANISHAN,0,KAJA
KAJISH,0,KAJI
KAKI,0,KAKI
KAKSHAK,0,KAKS
KALADHAR,0,KALA
KALEECHARAN,0,KALE
KALHAN,0,KALH
KALICHARAN,0,KALI
KALKI,0,KALK
KALLAIALAKAN,0,KALL
KALMESH,0,KALM
KALOL,0,KALO
KALP,0,KALP
KALVA,0,KALV
KALYAN,0,KALY
KAMADEV,0,KAMA
KAMLESH,0,KAML
KAMBOJ,0,KAMB
KAMESH,0,KAME
KAMIK,0,KAMI
KAMOD,0,KAMO
KAMPU,0,KAMP
KAMRAJ,0,KAMR
KAMSANTAK,0,KAMS
KAMUKH,0,KAMU
KANA,0,KANA
KANCH,0,KANC
KANDAN,0,KAND
KANEEN,0,KANE
KANGEYAN,0,KANG
KANHA,0,KANH
KANIAMUTHAN,0,KANI
KANJ,0,KANJ
KANK,0,KANK
KANNAALAN,0,KANN
KANSA,0,KANS
KANT,0,KANT
KANU,0,KANU
KANV,0,KANV
KANWAL,0,KANW
KAPAALI,0,KAPA
KAPEESH,0,KAPE
KAPI,0,KAPI
KARAGRAHAVIMOKTRE,0,KARA
KARDAMA,0,KARD
KARHIK,0,KARH
KARIKAALAN,0,KARI
KAREEM,0,KARE
KARM,0,KARM
KARN,0,KARN
KARPAKARAJ,0,KARP
KARSAN,0,KARS
KARTAAR,0,KART
KARUN,0,KARU
KARV,0,KARV
KASHIF,0,KASH
KASI,0,KASI
KASTUR,0,KAST
KATAM,0,KATA
KATHAN,0,KATH
KATIRESHAN,0,KATI
KATRAJ,0,KATR
KATYAYAN,0,KATY
KAUNTEYA,0,KAUN
KAUSALEYA,0,KAUS
KAUTHUK,0,KAUT
KAVACH,0,KAVA
KAVEER,0,KAVE
KAVIAMUTHAN,0,KAVI
KAVY,0,KAVY
KAYAAN,0,KAYA
KEDAAR,0,KEDA
KEERAN,0,KEER
KEETHAN,0,KEET
KEISHO,0,KEIS
KELIK,0,KELI
