Name,Gender,Initials
VINCY,1,VINC
VIPEESHNAA,1,VIPE
VIRMA,1,VIRM
VIVYA,1,VIVY
VIZHI,1,VIZH
VIZNAVI,1,VIZN
VOMEKA,1,VOME
VONIMA,1,VONI
VOOMALI,1,VOOM
VREETHIKA,1,VREE
VUMETHRA,1,VUME
VUSHANA,1,VUSH
VYDEHI,1,VYDE
VYKASHI,1,VYKA
VYSNAVI,1,VYSN
WAKEETA,1,WAKE
WAMIKA,1,WAMI
WAISHNA,1,WAIS
WANNI,1,WANN
WARCHIKA,1,WARC
WAZNA,1,WAZN
WENDYWEE,1,WEND
WENUSHI,1,WENU
WIJITHI,1,WIJI
WINEIYAH,1,WINE
WINOMA,1,WINO
WINSHA,1,WINS
WISHAL,1,WISH
WOSHINI,1,WOSH
WUSHANA,1,WUSH
WYSHNAVY,1,WYSH
XIYAMILA,1,XIYA
YACHANA,1,YACH
YADITA,1,YADI
YAHVA,1,YAHV
YAMYA,1,YAMY
YANGCHEN,1,YANG
YASTI,1,YAST
YATUDHANI,1,YATU
YAVONNE,1,YAVO
YAYAATI,1,YAYA
YEMA,1,YEMA
YOGNA,1,YOGN
YOGYA,1,YOGY
YOJNA,1,YOJN
YONITA,1,YONI
YOSANA,1,YOSA
YOTSHNA,1,YOTS
YOUSHA,1,YOUS
YUBHASHANA,1,YUBH
YUTI,1,YUTI
YAAGAVI,1,YAAG
YAAINI,1,YAAI
YABARNA,1,YABA
YAENITHA,1,YAEN
YAHSHRIKA,1,YAHS
YALNANGAI,1,YALN
YALZHINI,1,YALZ
YAMSHITH,1,YAMS
YANI,1,YANI
YAROOPINI,1,YARO
YARVINI,1,YARV
YATWIKA,1,YATW
YAVVNA,1,YAVV
YAWINA,1,YAWI
YAXINI,1,YAXI
YAXSHANA,1,YAXS
YAZINI,1,YAZI
YAZLINI,1,YAZL
YAZMIN,1,YAZM
YEARANI,1,YEAR
YEESHA,1,YEES
YEHSHIKA,1,YEHS
YEKAAMBARI,1,YEKA
YELAVAARKUZHALI,1,YELA
YELEESWARI,1,YELE
YELURI,1,YELU
YENAKSHI,1,YENA
YENISHKA,1,YENI
YENJAL,1,YENJ
YESIKA,1,YESI
YESO,1,YESO
YESYESVINI,1,YESY
YHAGINE,1,YHAG
YHALINI,1,YHAL
YHAMILA,1,YHAM
YHANAVI,1,YHAN
YHARATHI,1,YHAR
YISNAVI,1,YISN
YOAGALAKSHMI,1,YOAG
YOASITHA,1,YOAS
YOBIGA,1,YOBI
YOHGA,1,YOHG
YOIVNA,1,YOIV
YOKSHITA,1,YOKS
YOMEKA,1,YOME
YOMITHA,1,YOMI
YOOKITHA,1,YOOK
YOOSHANA,1,YOOS
YOSINEE,1,YOSI
