Name,Gender,Initials
ONALIKA,1,ONAL
ONELLA,1,ONEL
ONI,1,ONI
OOTHARKINIYAAL,1,OOTH
OOVYA,1,OOVY
OPAL,1,OPAL
OPEL,1,OPEL
ORPITA,1,ORPI
OSHEE,1,OSHE
OSHMA,1,OSHM
OVARTHINI,1,OVAR
OVYAA,1,OVYA
OWVAI,1,OWVA
OYSHEE,1,OYSH
OHMINI,1,OHMI
OHMRITHA,1,OHMR
OMADEVII,1,OMAD
OMI,1,OMI
OMIA,1,OMIA
OMNITHI,1,OMNI
OMSREE,1,OMSR
OORVASI,1,OORV
OVASHNI,1,OVAS
OVEYA,1,OVEY
OVIGA,1,OVIG
OVITHA,1,OVIT
OWSHIKA,1,OWSH
PAAJAS,1,PAAJ
PAAYAL,1,PAAY
PADNUNI,1,PADN
PAERARASI,1,PAER
PAHEAL,1,PAHE
PAINTHAMIZH,1,PAIN
PAKHEE,1,PAKH
PAKYANI,1,PAKY
PAL,1,PAL
PALOMI,1,PALO
PAMEELA,1,PAME
PANYA,1,PANY
PAOLA,1,PAOL
PAPIHA,1,PAPI
PASANG,1,PASA
PATTAAMBARAPARIDHAANA,1,PATT
PAUSHUWALI,1,PAUS
PAYINKILI,1,PAYI
PEARL,1,PEAR
PEEHU,1,PEEH
PEHR,1,PEHR
PEKHAM,1,PEKH
PENNARASI,1,PENN
PERNITA,1,PERN
PEYA,1,PEYA
PHIROZA,1,PHIR
PHULLARA,1,PHUL
PHUTIKA,1,PHUT
PHUVANIKA,1,PHUV
PIA,1,PIA
PIALLI,1,PIAL
PIHOO,1,PIHO
PIHU,1,PIHU
PIKI,1,PIKI
PIVAL,1,PIVA
PONESAKKI,1,PONE
PONTHALIR,1,PONT
POOSHANI,1,POOS
PORKODI,1,PORK
PORNIMA,1,PORN
POTCHELVI,1,POTC
POTSELVI,1,POTS
POULOMI,1,POUL
PRAUDHA,1,PRAU
PREKSHA,1,PREK
PREXA,1,PREX
PRIMA,1,PRIM
PUBI,1,PUBI
PUJEETHA,1,PUJE
PUJYA,1,PUJY
PUMA,1,PUMA
PUMIMA,1,PUMI
PUNTHALI,1,PUNT
PURI,1,PURI
PUSTAK,1,PUST
PUTANA,1,PUTA
PUTHALVI,1,PUTH
PUTUL,1,PUTU
PYAS,1,PYAS
PABISHAALINI,1,PABI
PAGERTHANA,1,PAGE
PAGUTHI,1,PAGU
PAPAMMA,1,PAPA
PAVYA,1,PAVY
PAWNA,1,PAWN
PERMALATHA,1,PERM
PHAMILA,1,PHAM
PHUMITHA,1,PHUM
PIERAARTHANA,1,PIER
PIMAL,1,PIMA
PIRBHA,1,PIRB
PIRPAHINI,1,PIRP
PIRSHANTIKA,1,PIRS
