Name,Gender,Initials
BADSHAH,0,BADS
BAGEERADAN,0,BAGE
BAGIRA,0,BAGI
BAGYARAJ,0,BAGY
BAHADOR,0,BAHA
BAHEERATHAN,0,BAHE
BAHRAM,0,BAHR
BAHUBALI,0,BAHU
BAIBHAV,0,BAIB
BAIDYANATH,0,BAID
BAIKA,0,BAIK
BAIR,0,BAIR
BAJARANG,0,BAJA
BAJINATH,0,BAJI
BAJRA,0,BAJR
BAKEERATHAN,0,BAKE
BAKIRATHAN,0,BAKI
BAKOOL,0,BAKO
BAKU,0,BAKU
BAL,0,BAL
BALBHADRA,0,BALB
BALCHANDRA,0,BALC
BALDEV,0,BALD
BALEN,0,BALE
BALINDER,0,BALI
BALJEET,0,BALJ
BALKISHAN,0,BALK
BALLAL,0,BALL
BALMANI,0,BALM
BALTEJ,0,BALT
BALU,0,BALU
BALVAN,0,BALV
BALWANT,0,BALW
BAMDAD,0,BAMD
BANAJ,0,BANA
BANBHATT,0,BANB
BANDAN,0,BAND
BANEET,0,BANE
BANJEET,0,BANJ
BANKE,0,BANK
BANSHI,0,BANS
BANUJAN,0,BANU
BANWARI,0,BANW
BANZAN,0,BANZ
BAPU,0,BAPU
BARAN,0,BARA
BARCLAY,0,BARC
BARHAN,0,BARH
BARID,0,BARI
BARNA,0,BARN
BARON,0,BARO
BARRETT,0,BARR
BARSAAT,0,BARS
BARTHOLOMEW,0,BART
BARU,0,BARU
BASANT,0,BASA
BASDEV,0,BASD
BASHO,0,BASH
BASIL,0,BASI
BASKARAN,0,BASK
BASSUI,0,BASS
BASU,0,BASU
BATLI,0,BATL
BATNASIDDHIKARA,0,BATN
BATUK,0,BATU
BAVIYAN,0,BAVI
BAVYESH,0,BAVY
BEENU,0,BEEN
BEHDAD,0,BEHD
BEHNAM,0,BEHN
BEHROOZ,0,BEHR
BEHZAD,0,BEHZ
BELAVARDHANA,0,BELA
BENEDICT,0,BENE
BENJAMIN,0,BENJ
BENNY,0,BENN
BENOY,0,BENO
BENSEN,0,BENS
BENTON,0,BENT
BERNARD,0,BERN
BERT,0,BERT
BEVIS,0,BEVI
BHAAKOSH,0,BHAA
BHASKAR,0,BHAS
BHADRAK,0,BHAD
BHAGADITYA,0,BHAG
BHAIRAB,0,BHAI
BHAJAN,0,BHAJ
BHAKT,0,BHAK
BHALANETRA,0,BHAL
BHANUDAS,0,BHAN
BHARADWAJ,0,BHAR
BHAUMIK,0,BHAU
BHAV,0,BHAV
BHAWANIDAS,0,BHAW
BHEEM,0,BHEE
BHIMSEN,0,BHIM
BHISHAM,0,BHIS
BHERU,0,BHER
BHESAJ,0,BHES
