Name,Gender,Initials
TYHARAN,0,TYHA
UCHADEV,0,UCHA
UCHIT,0,UCHI
UDAI,0,UDAI
UDANDA,0,UDAN
UDAR,0,UDAR
UDAY,0,UDAY
UDBAL,0,UDBA
UDBHAV,0,UDBH
UDDANDA,0,UDDA
UDDHAR,0,UDDH
UDDIP,0,UDDI
UDDUNATH,0,UDDU
UDDYAM,0,UDDY
UDEEP,0,UDEE
UDESANG,0,UDES
UDEY,0,UDEY
UDHAV,0,UDHA
UDHEY,0,UDHE
UDHGITA,0,UDHG
UDIT,0,UDIT
UDREK,0,UDRE
UDUPATI,0,UDUP
UDURAJ,0,UDUR
UDVAH,0,UDVA
UDYAM,0,UDYA
UDYOT,0,UDYO
UFTAM,0,UFTA
UGAM,0,UGAM
UGAN,0,UGAN
UGRAAYUDHA,0,UGRA
UGRESH,0,UGRE
UJAGAR,0,UJAG
UJALA,0,UJAL
UJAY,0,UJAY
UJENDRA,0,UJEN
UJESH,0,UJES
UJITHRA,0,UJIT
UJJAL,0,UJJA
UJJWAL,0,UJJW
UJJVAL,0,UJJV
UJVAL,0,UJVA
UJWAL,0,UJWA
ULAGAN,0,ULAG
ULBAN,0,ULBA
ULHAS,0,ULHA
ULKESH,0,ULKE
ULLAGASAENTHAN,0,ULLA
ULMUK,0,ULMU
ULPESH,0,ULPE
UMACHANDRA,0,UMAC
UMAGANESH,0,UMAG
UMAIYAVAN,0,UMAI
UMAKANT,0,UMAK
UMAL,0,UMAL
UMAMAHESHWAR,0,UMAM
UMANAND,0,UMAN
UMAPATHI,0,UMAP
UMAR,0,UMAR
UMASANKAR,0,UMAS
UMAYALAN,0,UMAY
UMED,0,UMED
UMESH,0,UMES
UNABH,0,UNAB
UNINAJ,0,UNIN
UNMAIVILAMBI,0,UNMA
UNMESH,0,UNME
UNNABH,0,UNNA
UNNIKRISHNAN,0,UNNI
UNTHAVAN,0,UNTH
UPACHITHRA,0,UPAC
UPADESH,0,UPAD
UPAGUPTA,0,UPAG
UPAHAR,0,UPAH
UPAKAAR,0,UPAK
UPAL,0,UPAL
UPAM,0,UPAM
UPANANDA,0,UPAN
UPASAN,0,UPAS
UPEKSH,0,UPEK
UPENDER,0,UPEN
UPJAS,0,UPJA
UPJEETH,0,UPJE
UPJIT,0,UPJI
UPKAR,0,UPKA
UPKOSH,0,UPKO
UPODDATH,0,UPOD
UPPAS,0,UPPA
UPVAN,0,UPVA
URAV,0,URAV
URDAHAV,0,URDA
URJANI,0,URJA
URJIT,0,URJI
URMIL,0,URMI
URUGAY,0,URUG
URUTHIRAN,0,URUT
URUVILAN,0,URUV
URVAKSH,0,URVA
URVESH,0,URVE
URVINATH,0,URVI
