Name,Gender,Initials
AUSHNA,1,AUSH
AVAETHA,1,AVAE
AVEDNA,1,AVED
AVITASHA,1,AVIT
AVREEN,1,AVRE
AYOMI,1,AYOM
AYSSHWARYA,1,AYSS
AYUMI,1,AYUM
AZHIMITHA,1,AZHI
AZMITHA,1,AZMI
AZVIKA,1,AZVI
AZZA,1,AZZA
BAAMINI,1,BAAM
BAAVANA,1,BAAV
BAAWANA,1,BAAW
BAGAVATHI,1,BAGA
BAISAKHI,1,BAIS
BAIVAVI,1,BAIV
BAKA,1,BAKA
BAKHSHEESH,1,BAKH
BALQIS,1,BALQ
BANHI,1,BANH
BANMALA,1,BANM
BANNI,1,BANN
BANOU,1,BANO
BARBARA,1,BARB
BOBBIE,1,BOBB
BASEEMA,1,BASE
BASMA,1,BASM
BATOOL,1,BATO
BAWRI,1,BAWR
BEATA,1,BEAT
BECKY,1,BECK
BEHULA,1,BEHU
BEKURI,1,BEKU
BEL,1,BEL
BELINDA,1,BELI
BELLE,1,BELL
BELURMI,1,BELU
BENAZIR,1,BENA
BENISHA,1,BENI
BERYL,1,BERY
BESS,1,BESS
BETH,1,BETH
BETTINA,1,BETT
BEVERLY,1,BEVE
BHILANGANA,1,BHIL
BHINI,1,BHIN
BIANCA,1,BIAN
BIDISHA,1,BIDI
BIJLI,1,BIJL
BILQIS,1,BILQ
BILWA,1,BILW
BIMLA,1,BIML
BIRVA,1,BIRV
BIRWA,1,BIRW
BITHI,1,BITH
BLANCHE,1,BLAN
BLESSY,1,BLES
BLYTHE,1,BLYT
BOLAVI,1,BOLA
BOLOUR,1,BOLO
BOMMI,1,BOMM
BONASRI,1,BONA
BONNIE,1,BONN
BOOND,1,BOON
BOSKY,1,BOSK
BRAAHMI,1,BRAA
BREONNA,1,BREO
BRIDGET,1,BRID
BRISHTI,1,BRIS
BULBUL,1,BULB
BUSHRA,1,BUSH
BUTHAYNA,1,BUTH
BAAJI,1,BAAJ
BAEBEESARASVATI,1,BAEB
BAHMINI,1,BAHM
BAKTHAJEEVITHA,1,BAKT
BAKYA,1,BAKY
BAMBIGA,1,BAMB
BAMENI,1,BAME
BAPIKAA,1,BAPI
BAPPATADEVI,1,BAPP
BAUMATHI,1,BAUM
BAVNA,1,BAVN
BAWYA,1,BAWY
BEBE,1,BEBE
BHATHUSA,1,BHAT
BHAYINI,1,BHAY
BHEMAI,1,BHEM
BHIKHI,1,BHIK
BHUHARI,1,BHUH
BIBASHA,1,BIBA
BIJJAA,1,BIJJ
BINKAL,1,BINK
BINNI,1,BINN
BINTHIYA,1,BINT
BIYANKA,1,BIYA
BOJITHA,1,BOJI
BOOJASHRI,1,BOOJ
