Name,Gender,Initials
VIKUNTH,0,VIKU
VIKYATH,0,VIKY
VILAS,0,VILA
VILOCHAN,0,VILO
VILVESH,0,VILV
VIMAD,0,VIMA
VIMB,0,VIMB
VIMLESH,0,VIML
VIMRIDH,0,VIMR
VIMUCH,0,VIMU
VINAHAST,0,VINA
VIND,0,VIND
VINEEL,0,VINE
VINIL,0,VINI
VINOCHAN,0,VINO
VINSH,0,VINS
VINU,0,VINU
VINYAS,0,VINY
VIPAN,0,VIPA
VIPIN,0,VIPI
VIPLAB,0,VIPL
VIPRA,0,VIPR
VIPUL,0,VIPU
VIR,0,VIR
VIRAAT,0,VIRA
VIRBHADRA,0,VIRB
VIRIK,0,VIRI
VIROCHAN,0,VIRO
VIRUDH,0,VIRU
VISAALAAKSHA,0,VISA
VISESH,0,VISE
VISISHT,0,VISI
VISMAY,0,VISM
VISOK,0,VISO
VISRAVAS,0,VISR
VISU,0,VISU
VISVAJIT,0,VISV
VISWA,0,VISW
VIT,0,VIT
VITABHAY,0,VITA
VITESH,0,VITE
VITHAHAN,0,VITH
VITOL,0,VITO
VITTAK,0,VITT
VITUL,0,VITU
VIVAAN,0,VIVA
VIVEK,0,VIVE
VIVID,0,VIVI
VIYAAN,0,VIYA
VIYOM,0,VIYO
VRAJ,0,VRAJ
VRANDAN,0,VRAN
VRATESH,0,VRAT
VRIJ,0,VRIJ
VRIND,0,VRIN
VRISA,0,VRIS
VRIT,0,VRIT
VRUSATH,0,VRUS
VYAAN,0,VYAA
VYAKT,0,VYAK
VYAN,0,VYAN
VYAS,0,VYAS
VYHAAN,0,VYHA
VYOM,0,VYOM
VYSHAKH,0,VYSH
VYUSH,0,VYUS
VAAHEESHAN,0,VAAH
VABEESHAN,0,VABE
VABISHAN,0,VABI
VAELALAGAN,0,VAEL
VAEMISHAN,0,VAEM
VAHEESAN,0,VAHE
VAICUNNAN,0,VAIC
VAIGESH,0,VAIG
VAIHUNAN,0,VAIH
VAITHEEGAN,0,VAIT
VAKEESAN,0,VAKE
VAKTHEES,0,VAKT
VALUTHI,0,VALU
VALYUTHAN,0,VALY
VAMUTHAN,0,VAMU
VANEESH,0,VANE
VANOJAN,0,VANO
VANTIK,0,VANT
VARGHEESE,0,VARG
VARHARAN,0,VARH
VARJAN,0,VARJ
VAROON,0,VARO
VASDEV,0,VASD
VASMATHAN,0,VASM
VATHAN,0,VATH
VAVINAN,0,VAVI
VAYAN,0,VAYA
VAYEESAN,0,VAYE
VDEVYAN,0,VDEV
VEADESH,0,VEAD
VEANTHAN,0,VEAN
VEBEESHAKAN,0,VEBE
VEBISHAN,0,VEBI
VEBUSHAN,0,VEBU
