Name,Gender,Initials
AABAN,0,AABA
AABHARAN,0,AABH
ABHEER,0,ABHE
AABI,0,AABI
AACHARYA,0,AACH
AADALALAGAN,0,AADA
AADESH,0,AADE
ADESH,0,ADES
AADHAN,0,AADH
AADI,0,AADI
ADIL,0,ADIL
AADVAY,0,AADV
AADYANT,0,AADY
AAFIYA,0,AAFI
AAFREEN,0,AAFR
AAFTAB,0,AAFT
AFTAB,0,AFTA
AAGASH,0,AAGA
AAGEETHAN,0,AAGE
AAGHOSH,0,AAGH
AAGNEY,0,AAGN
AAHAAN,0,AAHA
AHAN,0,AHAN
AAHIL,0,AAHI
AAHLAAD,0,AAHL
AAHNIK,0,AAHN
AAHVA,0,AAHV
AAHWAANITH,0,AAHW
AAIRATHAN,0,AAIR
AAISH,0,AAIS
AAJEEVAN,0,AAJE
AAKAAR,0,AAKA
AAKESH,0,AAKE
AAKHYAAN,0,AAKH
AAKSHAT,0,AAKS
AALAKSHYA,0,AALA
ALAM,0,ALAM
AALEE,0,AALE
AALHAD,0,AALH
AALIM,0,AALI
AALLIYAN,0,AALL
AALOK,0,AALO
AAMIL,0,AAMI
AAMOD,0,AAMO
AAN,0,AAN
AANAND,0,AANA
AANDALEEB,0,AAND
AANGAT,0,AANG
AANICK,0,AANI
AANJANEYA,0,AANJ
ANJANEYA,0,ANJA
AANSH,0,AANS
AANTYA,0,AANT
AANUSH,0,AANU
AAPT,0,AAPT
AAPU,0,AAPU
AAQIB,0,AAQI
AAR,0,AAR
AARAADHAK,0,AARA
ARAADHAK,0,ARAA
ARADHAK,0,ARAD
AARIF,0,AARI
AARJAV,0,AARJ
AARKSH,0,AARK
AARNAB,0,AARN
AAROCHAN,0,AARO
AARPIT,0,AARP
ARPIT,0,ARPI
AARSH,0,AARS
AARTH,0,AART
AARUJAN,0,AARU
AARVALAN,0,AARV
AARYA,0,AARY
ARYAN,0,ARYA
AASAV,0,AASA
AASHANG,0,AASH
ASHISH,0,ASHI
ASHEESH,0,ASHE
AASIF,0,AASI
AASLUNAN,0,AASL
AASTHA,0,AAST
AASVI,0,AASV
AATALLAN,0,AATA
AATHAN,0,AATH
AATIF,0,AATI
AATMA,0,AATM
ATMA,0,ATMA
AATREY,0,AATR
AAVANSH,0,AAVA
AAVEG,0,AAVE
AAVI,0,AAVI
AAYAM,0,AAYA
AAYOD,0,AAYO
AAYU,0,AAYU
AAZIM,0,AAZI
ABAAN,0,ABAA
ABADHYA,0,ABAD
ABAY,0,ABAY
ABBAS,0,ABBA
ABBHINAV,0,ABBH
