Name,Gender,Initials
BOOSHANI,1,BOOS
BOOVITHA,1,BOOV
BOSHIKA,1,BOSH
BOUSSEH,1,BOUS
BOWSHIGA,1,BOWS
BOWYA,1,BOWY
BRABALINI,1,BRAB
BRARTHANA,1,BRAR
BREMALA,1,BREM
BREYANTHI,1,BREY
BRIYANTHI,1,BRIY
BRUINTHA,1,BRUI
BRUMATHYA,1,BRUM
BUJA,1,BUJA
BULKESH,1,BULK
BUMIGA,1,BUMI
BUVENA,1,BUVE
BUWANA,1,BUWA
BYRATHA,1,BYRA
BYRUSHA,1,BYRU
BYVISHA,1,BYVI
CAITLIN,1,CAIT
CAMELIA,1,CAME
CAMILLE,1,CAMI
CANGA,1,CANG
CANISA,1,CANI
CARMEN,1,CARM
CAROL,1,CARO
CASSANDAN,1,CASS
CATHERINE,1,CATH
CAUVERY,1,CAUV
CAVERY,1,CAVE
CELINA,1,CELI
CENDAMARI,1,CEND
CENTHOORI,1,CENT
CHAULA,1,CHAU
CHEENA,1,CHEE
CHILANKA,1,CHIL
CHIPPI,1,CHIP
CHISTHA,1,CHIS
CHLOE,1,CHLO
CHNDRAJA,1,CHND
CHOODAMANI,1,CHOO
CHURNI,1,CHUR
CHUTKI,1,CHUT
CLARE,1,CLAR
CLORINDA,1,CLOR
CORAL,1,CORA
COURTNEY,1,COUR
CYNTHIA,1,CYNT
CYRA,1,CYRA
CALPANA,1,CALP
CALYANI,1,CALY
CAMALI,1,CAMA
CAMMY,1,CAMM
CAMSHA,1,CAMS
CANEELA,1,CANE
CANJANA,1,CANJ
CANNA,1,CANN
CANSHIKA,1,CANS
CARUNA,1,CARU
CASIA,1,CASI
CASTHURI,1,CAST
CEENA,1,CEEN
CEETHA,1,CEET
CHIARA,1,CHIA
CHIYAMA,1,CHIY
CHOWMIYA,1,CHOW
CHREEANYA,1,CHRE
CHRYSANTHI,1,CHRY
CHUVANIKA,1,CHUV
CIARA,1,CIAR
CIBINAYA,1,CIBI
CITRA,1,CITR
CIYA,1,CIYA
COMATHI,1,COMA
COVAI,1,COVA
COWNIGA,1,COWN
CUDABHIKSUNI,1,CUDA
DAAYINI,1,DAAY
DADHICHI,1,DADH
DAJSHI,1,DAJS
DAMINI,1,DAMI
DAMYANTI,1,DAMY
DAPHNE,1,DAPH
DARLENE,1,DARL
DARYA,1,DARY
DAWA,1,DAWA
DAWN,1,DAWN
DAXITA,1,DAXI
DAYITA,1,DAYI
DEA,1,DEA
DEEHER,1,DEEH
DEESHA,1,DEES
DEETA,1,DEET
DELAKSA,1,DELA
DELEENA,1,DELE
DEMIRA,1,DEMI
DES,1,DES
DESNA,1,DESN
